Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5619.606671
FDR21,OUT045,2582.074565
NCW29,OUT035,1849.127461
FDO11,OUT013,3464.447537
NCM31,OUT049,1940.111957
FDV35,OUT019,314.5367828
FDF58,OUT017,780.1268406
NCE43,OUT049,2538.075162
FDA02,OUT035,2007.985451
DRL37,OUT010,77.03704102
FDR24,OUT018,1236.178757
FDW59,OUT049,1199.343689
FDS22,OUT049,623.4395353
FDW24,OUT017,695.4771758
FDU24,OUT035,1402.098005
FDA21,OUT027,4604.653142
FDH58,OUT027,2874.821847
FDW36,OUT018,1458.025724
FDI45,OUT027,4308.740243
FDU01,OUT018,2648.206335
FDF35,OUT027,2527.456649
FDU43,OUT019,477.6382463
FDE24,OUT019,272.0078657
FDK50,OUT049,2458.644933
FDG31,OUT045,951.3936476
FDC60,OUT045,1251.118636
FDL36,OUT013,1239.743426
FDP21,OUT013,2654.601247
FDW16,OUT045,1238.798997
FDX02,OUT017,3442.60939
FDQ58,OUT027,3361.096467
FDT51,OUT046,1566.095523
FDD59,OUT049,1180.438584
NCM42,OUT018,1497.40729
FDA57,OUT018,509.0507169
FDZ48,OUT035,1623.030218
FDE46,OUT045,2174.132033
NCZ30,OUT019,253.7692178
FDB56,OUT017,2649.515911
FDA25,OUT027,2473.213456
FDD20,OUT013,1767.070156
FDL25,OUT013,1242.566321
NCO18,OUT049,2580.446865
FDJ45,OUT017,544.1985346
FDR12,OUT035,2541.147305
NCF19,OUT010,77.71110256
FDK25,OUT046,2511.566994
NCR17,OUT046,1662.509238
FDC52,OUT046,2172.260581
NCA54,OUT017,2625.739307
FDR45,OUT010,481.9586669
NCM19,OUT049,1662.509238
FDF39,OUT027,5461.712647
FDX23,OUT049,1404.196809
FDD58,OUT027,2442.436253
FDX28,OUT013,1460.521062
NCD31,OUT013,2456.658864
FDU57,OUT018,2172.260581
FDI27,OUT046,683.5955404
NCM42,OUT046,1464.443395
FDD32,OUT027,1983.179388
FDI34,OUT013,3460.556548
NCM29,OUT049,1838.496758
FDG46,OUT018,1661.555896
DRC01,OUT010,89.28273263
FDB15,OUT027,5552.144377
NCA17,OUT027,3363.518641
FDF10,OUT046,2160.401153
FDR26,OUT027,4331.219107
FDI02,OUT049,1623.030218
NCM54,OUT010,242.0406461
FDF14,OUT013,2172.260581
FDJ33,OUT010,235.5108681
FDM20,OUT035,3464.325501
FDC03,OUT027,5251.887182
NCX05,OUT046,1682.21202
NCM41,OUT027,2227.553433
NCU29,OUT010,353.6372818
FDQ59,OUT017,1200.157845
FDH46,OUT010,190.7549117
FDH09,OUT013,712.4957138
NCD06,OUT045,686.0822251
FDC15,OUT035,2195.042665
DRD37,OUT027,929.5404874
FDT28,OUT027,3354.72429
FDR28,OUT027,3976.13186
FDT38,OUT017,1205.212959
FDV34,OUT027,1940.313026
FDY52,OUT035,886.9081254
FDB34,OUT013,1206.131803
DRL23,OUT018,1456.0397
DRB24,OUT046,2180.419197
FDJ50,OUT046,762.9026434
FDQ49,OUT035,2180.419197
FDP20,OUT035,1764.326306
FDV19,OUT027,3708.03709
NCR54,OUT045,2659.295282
FDO09,OUT010,546.0203435
FDS57,OUT018,1997.090366
FDN10,OUT049,1682.21202
FDV23,OUT049,1767.070156
FDY28,OUT049,3301.239658
DRG51,OUT013,2434.560667
FDD45,OUT019,193.7405276
NCL18,OUT027,5231.822102
NCM29,OUT013,1844.330356
FDF17,OUT027,5202.842796
FDE22,OUT017,2357.782882
FDQ22,OUT017,549.1995674
FDS01,OUT013,2593.290035
FDW35,OUT027,874.6052179
FDJ33,OUT046,1764.326306
NCF54,OUT035,2578.238132
FDE09,OUT013,1514.892184
NCE06,OUT045,2355.984112
DRH49,OUT049,1178.221791
FDY43,OUT045,2541.147305
NCT05,OUT017,3466.518214
FDZ34,OUT045,2657.383379
FDL38,OUT017,1209.771042
FDZ31,OUT017,2655.285915
FDR14,OUT035,767.0243259
NCN54,OUT049,1173.453754
NCC42,OUT027,3322.126662
FDK08,OUT017,1421.482101
FDP59,OUT013,1456.343026
FDV22,OUT035,2249.661561
FDD33,OUT035,3464.325501
DRE60,OUT027,5525.603081
FDK52,OUT046,3464.325501
FDA02,OUT017,2160.401153
FDM56,OUT049,1499.426855
FDE57,OUT035,1941.921483
FDM32,OUT045,1234.617317
NCQ30,OUT027,3092.226697
FDQ27,OUT027,2455.964352
FDT60,OUT027,3155.710984
FDU43,OUT049,3464.325501
NCO55,OUT035,1462.176012
FDG02,OUT045,2655.285915
FDJ28,OUT013,2655.285915
FDP40,OUT045,1619.544789
FDJ38,OUT045,2655.285915
NCC54,OUT017,3464.325501
NCZ41,OUT046,1767.070156
FDK38,OUT019,316.0177669
FDU52,OUT013,2180.419197
FDC40,OUT046,1139.684723
NCR30,OUT017,1100.782948
NCN18,OUT017,1619.544789
FDB50,OUT035,1179.306154
FDG04,OUT013,2649.515911
FDR26,OUT035,2582.074565
NCT17,OUT018,2652.824026
FDX35,OUT027,5507.447923
FDS12,OUT046,1782.011133
NCZ29,OUT027,3207.048165
FDB38,OUT010,334.3744993
FDP12,OUT013,547.4913555
FDP22,OUT046,735.0491127
FDS26,OUT018,3463.396676
FDR52,OUT046,2657.383379
DRJ13,OUT046,2335.231377
FDU48,OUT027,3290.283383
FDE29,OUT035,774.4992356
NCT29,OUT049,1755.416324
DRK37,OUT018,2652.824026
FDK55,OUT046,1208.871232
FDR07,OUT046,1397.525081
FDO21,OUT027,5575.420479
FDK46,OUT049,3468.853781
FDB12,OUT045,1462.176012
FDT31,OUT027,4619.722054
FDJ33,OUT045,1764.326306
FDC26,OUT027,2605.182566
NCQ02,OUT045,2649.515911
FDP08,OUT010,479.6093737
FDB11,OUT027,5600.008809
FDV55,OUT013,2160.401153
FDW20,OUT049,1755.416324
NCJ18,OUT019,257.2558736
FDC41,OUT018,1122.183432
FDE14,OUT027,2462.630442
FDG35,OUT013,2578.238132
FDF45,OUT035,767.0243259
FDS19,OUT027,1988.349362
FDS58,OUT019,379.368296
FDA26,OUT017,3406.458265
FDM32,OUT049,1213.258535
FDL45,OUT046,1768.721421
FDZ55,OUT049,2291.954699
FDY37,OUT049,1941.921483
FDO46,OUT046,2655.285915
FDQ60,OUT046,1704.056817
FDA19,OUT018,1844.330356
FDL15,OUT046,2180.419197
FDM10,OUT018,3286.656575
NCL05,OUT017,571.620321
DRK49,OUT010,68.84313118
NCE18,OUT027,5620.576949
FDG40,OUT049,544.8636841
DRI59,OUT045,3417.643849
FDK28,OUT035,3470.557441
NCD06,OUT019,83.4254323
FDO11,OUT019,478.6302165
FDK27,OUT046,1692.624021
FDT43,OUT027,1297.756152
FDD38,OUT018,1457.036782
FDA16,OUT049,3384.096285
FDL14,OUT027,3371.424083
NCM17,OUT049,576.2973041
FDD20,OUT045,1761.602244
FDA40,OUT045,1223.94619
FDL43,OUT045,1179.306154
FDV15,OUT045,1460.983156
FDE52,OUT046,1240.7745
NCL17,OUT010,272.2917749
NCJ31,OUT045,3464.325501
FDR60,OUT045,1178.506131
NCA18,OUT035,1667.047813
FDS21,OUT027,1790.31248
FDW09,OUT035,1178.506131
FDL26,OUT035,2180.419197
FDS47,OUT018,1235.556882
FDC39,OUT046,3142.789146
FDT51,OUT035,1569.665957
FDK40,OUT035,3470.557441
NCG19,OUT045,3461.959315
FDZ07,OUT046,803.0830752
FDF08,OUT027,2351.721469
FDO04,OUT013,765.4008453
FDK41,OUT018,1195.905029
FDP15,OUT049,3470.557441
NCD43,OUT018,1459.216167
NCP18,OUT013,2163.81872
FDZ51,OUT046,1286.979791
DRH13,OUT035,1469.888522
FDF38,OUT045,560.611081
NCI43,OUT045,691.1037821
FDM38,OUT027,1606.481725
FDS03,OUT013,950.0594073
DRJ47,OUT017,2578.238132
FDT50,OUT010,164.486217
FDV02,OUT046,2578.238132
NCG18,OUT017,1459.99221
FDW52,OUT046,2480.680793
FDS40,OUT035,547.8224838
FDN31,OUT017,2655.285915
FDA37,OUT045,1755.416324
FDA15,OUT046,3466.518214
FDL39,OUT046,2625.739307
FDJ53,OUT045,1755.416324
FDX22,OUT013,3291.484697
NCZ42,OUT045,3457.348174
FDD56,OUT027,4313.513222
FDD40,OUT017,2657.383379
FDS50,OUT013,3404.423454
NCN14,OUT013,2648.206335
FDT15,OUT013,2648.206335
NCS18,OUT027,2434.325222
NCO26,OUT010,229.0423591
FDF58,OUT018,770.1651301
NCB19,OUT013,1210.295516
FDH26,OUT017,1937.279527
DRB24,OUT027,3350.756743
FDA49,OUT018,1200.710922
FDB32,OUT045,1397.525081
FDI36,OUT017,2668.318529
NCA17,OUT010,296.7945514
FDH22,OUT013,1767.070156
NCM26,OUT018,2177.237321
FDT15,OUT027,4583.090997
FDB16,OUT018,1207.611866
NCP54,OUT027,3145.148547
FDJ36,OUT013,1459.177182
FDO28,OUT045,1706.676736
FDU09,OUT013,764.199785
FDF29,OUT017,1787.372851
FDY08,OUT013,1935.7675
DRJ59,OUT018,495.2538346
FDT23,OUT027,2003.757838
FDU15,OUT018,497.279409
FDT47,OUT013,1406.908658
FDI53,OUT019,320.7333162
FDR59,OUT018,3463.396676
FDD53,OUT035,560.611081
FDY51,OUT017,3384.096285
FDT04,OUT049,553.6050513
FDU51,OUT049,2580.446865
FDG14,OUT035,2172.260581
NCU06,OUT045,3461.959315
DRG25,OUT046,2648.206335
DRH49,OUT035,1195.707484
FDN15,OUT035,1894.074778
FDL43,OUT018,1138.842856
NCT18,OUT049,2641.369308
NCB31,OUT013,3466.115326
FDK57,OUT035,1685.275117
FDY04,OUT019,315.9939276
NCP54,OUT046,1755.416324
FDF41,OUT013,3462.256134
FDM01,OUT045,1446.629729
FDW03,OUT045,1464.711058
FDF28,OUT045,1755.416324
FDY37,OUT017,1954.446482
FDQ03,OUT017,3464.325501
FDP51,OUT027,3015.260969
FDJ40,OUT017,1565.03333
FDC32,OUT049,1284.439261
DRI49,OUT027,2076.089534
NCW54,OUT017,767.0243259
FDF09,OUT017,549.1995674
FDP45,OUT018,3457.667613
DRJ23,OUT018,2649.515911
FDS59,OUT017,1578.005784
FDY08,OUT046,1894.074778
FDX16,OUT049,2160.401153
FDY16,OUT018,2648.206335
FDK32,OUT035,2176.127463
FDQ22,OUT013,553.3154971
NCC31,OUT018,2200.194535
FDG58,OUT049,2178.935987
DRF48,OUT013,2652.824026
DRH36,OUT049,1055.055937
NCR30,OUT035,1120.351908
FDB03,OUT019,501.2283632
FDZ28,OUT027,3203.2269
FDR35,OUT017,2680.697006
DRD15,OUT027,5610.881184
FDJ33,OUT019,247.1469667
FDA56,OUT010,209.8602568
FDP56,OUT046,687.1625001
NCT30,OUT046,686.0822251
FDK15,OUT017,1443.361053
FDH44,OUT018,2160.401153
FDV01,OUT013,2180.419197
DRG03,OUT017,2174.132033
FDG50,OUT027,2346.931658
FDR16,OUT010,490.5086526
FDZ60,OUT046,1458.077747
DRG03,OUT045,2180.419197
FDS56,OUT018,3463.396676
FDU33,OUT045,682.9585934
DRD27,OUT035,1416.699233
FDW22,OUT046,3440.919446
DRA24,OUT045,2464.034665
FDF38,OUT049,555.0939641
FDX48,OUT013,2180.419197
FDS58,OUT018,2311.72431
FDC32,OUT046,1272.542807
NCQ29,OUT045,3470.557441
DRK39,OUT018,1197.203109
NCS38,OUT017,1663.737381
DRO47,OUT013,1623.030218
DRG27,OUT027,876.3415455
FDC57,OUT027,5223.47648
FDS55,OUT046,2160.401153
NCJ06,OUT018,1716.77467
FDO01,OUT019,261.1594462
NCM55,OUT045,2648.206335
FDC52,OUT049,2174.132033
FDQ15,OUT045,1174.580569
NCT30,OUT027,1245.240688
NCR42,OUT027,853.1342848
FDD28,OUT035,767.0243259
FDQ34,OUT049,1462.176012
FDZ12,OUT027,3327.45461
DRE13,OUT019,194.6693032
NCN07,OUT019,266.9717685
FDM28,OUT035,2623.87732
FDI10,OUT017,2578.238132
FDQ25,OUT013,2542.613585
FDA38,OUT010,514.4318328
DRI13,OUT049,3321.562936
FDY20,OUT027,2413.93669
NCZ53,OUT035,2649.515911
NCM31,OUT013,2007.985451
DRB01,OUT017,2652.824026
DRF37,OUT046,3470.557441
NCF42,OUT049,2582.074565
FDF16,OUT018,2163.81872
FDB41,OUT013,684.9616593
FDR34,OUT013,3460.556548
FDR15,OUT018,2198.486795
NCV42,OUT019,245.0168547
FDW51,OUT035,3295.069565
FDU36,OUT017,1405.07855
FDX60,OUT049,1186.053406
FDY03,OUT035,1662.509238
FDW55,OUT045,3464.325501
FDT01,OUT010,474.0165167
FDG58,OUT013,2180.419197
FDK21,OUT017,3460.201591
NCS41,OUT019,430.1298258
FDS10,OUT045,2633.456598
NCT53,OUT046,2480.680793
FDJ28,OUT018,2655.285915
FDX44,OUT045,1212.806467
FDT20,OUT018,501.398745
FDO44,OUT017,1515.73831
NCX17,OUT049,3464.325501
FDY01,OUT017,1680.716047
FDJ12,OUT027,5426.176749
DRK35,OUT018,496.7188878
FDD47,OUT019,311.9720914
NCM53,OUT035,1458.993107
FDO45,OUT013,1208.074832
NCM42,OUT010,230.2827595
FDE04,OUT046,2593.290035
NCI30,OUT027,5622.508976
FDZ19,OUT013,2578.238132
FDW57,OUT013,2582.074565
FDA25,OUT013,1459.177182
FDT22,OUT046,771.0015178
FDP51,OUT013,1683.774641
FDD48,OUT027,2873.751831
FDY39,OUT035,2647.020897
FDO48,OUT010,499.3300294
FDD23,OUT027,4599.584346
DRN35,OUT027,868.6191676
FDT01,OUT035,3295.069565
FDC20,OUT010,152.3637858
DRJ35,OUT035,818.7167033
FDB32,OUT046,1286.650444
FDL24,OUT046,2578.238132
NCV42,OUT035,1658.124135
FDZ46,OUT046,1500.444549
FDC15,OUT013,2198.486795
FDD08,OUT019,68.4345685
FDY50,OUT049,1243.437387
FDD36,OUT013,1685.275117
FDG57,OUT027,1271.310099
FDL21,OUT018,507.5493644
FDN16,OUT027,2468.700371
FDJ09,OUT027,944.8524054
FDS01,OUT010,397.8702933
FDV33,OUT017,3468.853781
DRE12,OUT017,1663.737381
FDR07,OUT013,1397.621967
FDP48,OUT010,416.5147702
NCB55,OUT035,767.0243259
FDQ08,OUT013,771.9923551
FDR34,OUT035,3462.6249
FDO33,OUT046,1627.262009
FDP13,OUT045,555.0939641
FDX12,OUT049,3464.325501
NCT06,OUT049,2500.475824
FDR16,OUT019,457.164958
FDE36,OUT046,2480.680793
FDZ36,OUT049,2648.206335
FDV13,OUT045,1215.846789
NCZ17,OUT035,549.2511363
FDU56,OUT045,2648.206335
FDM09,OUT035,2578.238132
FDV02,OUT017,2578.238132
FDS34,OUT018,1661.555896
FDA11,OUT049,1402.909083
FDP09,OUT017,3293.452025
FDB29,OUT027,2829.750602
FDT19,OUT017,2578.238132
DRH15,OUT017,583.6711652
FDY38,OUT046,3464.325501
FDF14,OUT027,3366.095579
FDN48,OUT010,173.328197
FDQ12,OUT013,3462.256134
NCJ43,OUT045,2578.238132
FDE17,OUT019,299.2697853
FDB05,OUT035,3466.518214
FDH10,OUT045,2657.383379
NCR06,OUT017,559.0462021
FDU32,OUT018,1755.416324
FDD56,OUT049,2578.238132
FDO36,OUT018,2625.739307
FDH16,OUT010,176.0273957
FDX10,OUT018,493.0837598
FDZ37,OUT017,1219.804713
FDU31,OUT010,444.6626771
DRC49,OUT049,1951.521033
FDL15,OUT045,2174.132033
FDN32,OUT019,447.5621674
DRH59,OUT027,1918.342227
NCU29,OUT049,2160.401153
FDR37,OUT019,427.6300352
FDS14,OUT018,2240.492138
FDU02,OUT027,5613.237004
FDJ08,OUT035,2657.383379
NCZ06,OUT045,3464.150531
FDO31,OUT049,1191.423967
FDH31,OUT018,1457.041314
FDS58,OUT017,2295.684054
NCA53,OUT027,1274.12552
FDF50,OUT046,2668.318529
NCW42,OUT049,3437.480414
NCQ17,OUT045,2202.225427
FDK51,OUT018,3458.783621
NCW41,OUT010,373.3126155
NCR29,OUT017,765.8207213
FDB08,OUT019,316.3340349
FDA40,OUT027,2201.91895
FDL14,OUT018,2251.272577
FDB47,OUT046,3281.829952
FDO03,OUT035,3464.325501
DRK13,OUT019,434.4708663
FDX13,OUT010,479.0547878
FDF52,OUT046,2648.206335
FDT11,OUT013,2652.824026
FDB08,OUT013,2295.684054
FDQ28,OUT018,2196.786037
FDD29,OUT045,3466.518214
NCQ29,OUT027,5612.369476
NCO02,OUT013,954.0648924
FDR56,OUT010,459.7073493
NCM54,OUT049,1767.070156
FDP51,OUT035,1682.21202
FDT38,OUT013,1197.5543
FDZ20,OUT018,3459.365781
FDJ53,OUT013,1753.942575
FDX13,OUT049,3466.518214
FDP58,OUT035,3404.786061
NCK31,OUT019,105.8457316
FDA35,OUT018,1759.997359
FDV37,OUT018,2679.095593
NCO07,OUT027,5459.611339
FDA20,OUT045,2649.515911
FDZ59,OUT035,2538.075162
NCY17,OUT017,632.0633284
FDQ28,OUT035,2177.237321
FDV35,OUT017,2180.419197
FDQ36,OUT013,541.0247524
FDD34,OUT018,2458.644933
FDK51,OUT045,3470.557441
FDV31,OUT035,2578.238132
FDR04,OUT035,1402.909083
FDR14,OUT049,767.0243259
DRC36,OUT010,323.5776024
FDE39,OUT019,246.907403
FDP57,OUT049,1457.802846
FDE57,OUT046,1940.111957
NCN18,OUT046,1613.33146
NCQ05,OUT018,2172.260581
FDW47,OUT035,1718.398746
FDV46,OUT035,1892.396398
NCP29,OUT045,937.5772486
FDE09,OUT018,1562.425463
NCU06,OUT027,5614.25119
FDT19,OUT010,337.5934229
DRF15,OUT017,2174.132033
DRI51,OUT013,2541.147305
NCX54,OUT013,1460.167576
DRE01,OUT013,3462.256134
NCB07,OUT045,2657.383379
FDU50,OUT035,1662.509238
FDG40,OUT035,544.8636841
FDW10,OUT018,2578.238132
FDX51,OUT013,2657.383379
NCP17,OUT045,950.7617386
FDP21,OUT035,2649.515911
FDL04,OUT045,1458.993107
FDV23,OUT013,1755.416324
FDF24,OUT046,1187.115094
FDH56,OUT027,2930.344153
FDB51,OUT049,778.9646013
FDI58,OUT027,2435.268051
FDR20,OUT013,684.9616593
FDC51,OUT018,1755.416324
FDB16,OUT027,2141.621226
FDE40,OUT049,774.4992356
NCM17,OUT035,576.2973041
FDU56,OUT035,2648.206335
FDS32,OUT019,273.9116444
FDX02,OUT049,3442.60939
FDT39,OUT027,3352.210724
FDE35,OUT017,767.0243259
NCI42,OUT019,431.319038
DRL23,OUT046,1458.993107
FDA10,OUT046,1755.416324
FDA11,OUT013,1402.1259
NCM06,OUT046,2180.419197
NCT05,OUT035,3470.557441
NCQ02,OUT010,437.6517966
NCY06,OUT049,1827.210422
FDY56,OUT035,3442.60939
FDL02,OUT035,1458.993107
NCI06,OUT035,2582.074565
FDQ14,OUT045,2172.260581
FDQ12,OUT017,3464.325501
FDP36,OUT046,687.1625001
FDK21,OUT027,5597.821871
FDO40,OUT045,2160.401153
NCK54,OUT019,249.0036581
FDY09,OUT018,2580.446865
NCW30,OUT049,3463.567566
NCC55,OUT027,858.6073226
FDE58,OUT018,1682.21202
FDR39,OUT013,2648.206335
FDU28,OUT049,2649.515911
FDH08,OUT017,3464.325501
FDG35,OUT045,2578.238132
FDG22,OUT049,544.8636841
FDC34,OUT035,2240.492138
FDP15,OUT018,3459.365781
FDK34,OUT010,483.8462226
FDU45,OUT035,1674.387167
FDQ04,OUT027,871.6030161
FDX22,OUT018,3283.583122
FDB45,OUT017,1455.967708
NCH43,OUT027,5480.397378
DRE60,OUT046,3442.60939
FDD17,OUT027,5558.706513
NCM54,OUT017,1776.778938
NCH55,OUT013,1780.368612
NCT06,OUT017,2483.969369
FDA48,OUT027,5532.927384
FDY58,OUT027,5607.984881
FDO25,OUT045,3295.069565
FDN50,OUT045,1400.254174
FDH35,OUT035,2480.680793
FDK09,OUT045,3462.6249
FDO16,OUT013,1206.956851
FDW11,OUT045,951.3936476
FDU47,OUT027,3323.032885
NCQ42,OUT010,224.2878723
FDK55,OUT027,2359.118716
FDN08,OUT049,1677.23815
FDT57,OUT045,3462.6249
FDJ12,OUT018,3276.666983
DRL59,OUT017,736.7574236
NCN53,OUT046,544.8636841
FDO51,OUT010,71.69593841
FDK56,OUT017,2652.824026
FDY12,OUT035,754.2930135
FDU15,OUT035,549.2511363
FDQ19,OUT046,3459.71121
DRF15,OUT045,2178.935987
DRE25,OUT019,200.6445732
FDK57,OUT018,1685.275117
FDD33,OUT010,485.6482017
FDR34,OUT027,5589.600337
FDU04,OUT045,1755.416324
FDE35,OUT019,153.2719078
NCD31,OUT035,2456.658864
FDJ56,OUT035,1424.259211
NCU53,OUT046,2480.680793
FDD39,OUT035,3301.239658
NCU17,OUT019,227.2991152
FDJ20,OUT046,1759.997359
NCW41,OUT018,2249.661561
FDL52,OUT035,554.1463307
FDS39,OUT035,1941.921483
DRJ47,OUT045,2578.238132
FDP13,OUT010,75.472749
DRK39,OUT010,148.1490347
FDF28,OUT010,241.152375
FDB09,OUT045,1767.070156
FDM51,OUT046,1416.65564
DRM49,OUT018,625.9996172
DRF23,OUT013,2578.238132
DRH01,OUT035,2578.238132
FDH12,OUT027,2489.61074
FDA28,OUT019,240.6960039
FDW37,OUT018,1235.247308
FDF02,OUT046,1459.99221
DRL37,OUT046,575.64997
NCF43,OUT046,1941.921483
FDH08,OUT010,457.4902751
FDR34,OUT019,480.7878067
NCK19,OUT049,2657.383379
NCD55,OUT018,519.5391002
FDT27,OUT049,3464.325501
FDQ57,OUT045,2160.401153
FDA47,OUT035,2424.341893
DRG15,OUT027,1795.15306
FDE05,OUT018,2160.401153
FDN46,OUT046,1459.996751
FDX27,OUT027,2475.383802
FDT51,OUT045,1564.720574
FDU33,OUT013,588.4551764
FDJ16,OUT027,1615.64497
FDD20,OUT019,252.3458876
FDT36,OUT049,543.3385042
DRF15,OUT027,3277.720168
FDN52,OUT010,168.4316914
FDC22,OUT027,5213.06889
FDX15,OUT045,2299.136669
FDT13,OUT013,2649.515911
FDU04,OUT017,1755.416324
FDU31,OUT019,447.2278926
FDW59,OUT027,2143.330905
NCO29,OUT046,2482.389152
FDL15,OUT035,2174.132033
FDI41,OUT049,2160.401153
FDQ48,OUT049,1418.826909
DRI39,OUT013,765.4008453
FDI08,OUT013,3464.447537
FDC21,OUT049,1551.811833
FDF58,OUT035,869.2738357
FDS08,OUT010,339.7405822
FDE47,OUT045,1755.416324
NCP18,OUT019,308.5668394
NCR41,OUT013,1399.383615
FDA27,OUT013,3464.447537
FDA43,OUT035,2657.383379
FDA49,OUT045,1206.103249
NCE55,OUT018,2582.074565
DRM49,OUT027,947.7197976
FDF22,OUT027,5477.107705
FDQ15,OUT018,1173.364457
NCS54,OUT017,2578.238132
NCY05,OUT013,547.4913555
FDR45,OUT046,3462.6249
FDK57,OUT049,1755.416324
FDF41,OUT010,498.3908983
FDV21,OUT046,1767.070156
FDD51,OUT046,683.5955404
FDF33,OUT046,1504.747652
FDA38,OUT046,3464.325501
FDR56,OUT045,2657.383379
NCN41,OUT017,1755.416324
FDC60,OUT027,2373.072385
FDB47,OUT045,3281.829952
DRH01,OUT013,2578.238132
FDW08,OUT046,1462.176012
FDF38,OUT027,873.3597719
FDY32,OUT017,2458.644933
FDG34,OUT049,1504.747652
FDG47,OUT019,536.5130048
NCF18,OUT035,2654.601247
FDL39,OUT019,333.6141307
NCH55,OUT035,1767.070156
DRJ35,OUT049,774.4992356
FDS44,OUT035,3464.325501
DRE01,OUT018,3457.177591
FDY39,OUT013,2648.206335
FDY32,OUT018,2398.355397
FDR33,OUT027,2709.54237
NCP50,OUT049,1183.488127
FDZ47,OUT018,1412.051559
FDU57,OUT049,2174.132033
FDY44,OUT013,2657.383379
DRH59,OUT018,1103.331036
FDB03,OUT027,5604.658399
FDY46,OUT045,2649.515911
FDM39,OUT045,2582.074565
FDY36,OUT035,1111.577583
NCM55,OUT035,2648.206335
FDJ50,OUT010,113.6499283
DRL60,OUT013,2172.260581
NCJ54,OUT049,3461.959315
FDX59,OUT017,544.1985346
FDI07,OUT013,2700.36211
DRF51,OUT010,75.55172793
FDM14,OUT017,1503.727042
FDP21,OUT045,2649.515911
FDE40,OUT035,951.3936476
FDE05,OUT035,2160.401153
FDM13,OUT027,3254.287846
FDC34,OUT027,3484.146305
NCI55,OUT018,1755.416324
NCE43,OUT018,2538.075162
FDW58,OUT018,1454.20678
FDG60,OUT045,3464.325501
FDV31,OUT017,2578.238132
FDR47,OUT013,2657.383379
FDM60,OUT019,60.60302235
NCF06,OUT018,3461.031124
NCN26,OUT027,2853.208583
FDQ59,OUT049,1208.645197
FDF09,OUT046,549.2511363
NCS06,OUT017,3468.186999
FDT44,OUT046,1682.21202
FDI19,OUT017,3464.325501
FDT22,OUT017,772.7662874
NCF54,OUT027,4264.428926
DRG25,OUT045,2648.206335
FDB59,OUT017,2664.764169
FDQ37,OUT017,2657.383379
FDP56,OUT035,687.1625001
FDW44,OUT035,2578.238132
FDJ26,OUT010,482.2634426
FDU43,OUT018,3457.177591
FDW33,OUT045,1462.176012
NCX53,OUT027,3341.413909
FDN56,OUT010,313.5238735
DRF15,OUT049,2174.132033
FDO33,OUT017,1663.737381
FDZ39,OUT010,194.4738315
NCJ19,OUT017,767.0243259
FDU01,OUT035,2648.206335
FDT12,OUT035,3442.60939
NCM18,OUT018,797.9147309
FDP19,OUT017,1787.372851
NCR42,OUT049,543.4965799
FDN10,OUT046,1682.21202
FDG44,OUT017,765.8207213
FDQ10,OUT046,2578.238132
DRH13,OUT049,1462.176012
FDT52,OUT013,3462.256134
FDM56,OUT045,1565.03333
NCO43,OUT010,192.6966535
NCV29,OUT035,2582.074565
NCF06,OUT013,3466.115326
FDO50,OUT035,1241.595208
FDT59,OUT013,3462.256134
FDX40,OUT027,868.6191676
FDE50,OUT017,2648.206335
FDX51,OUT017,2668.318529
NCD30,OUT018,1413.831382
FDK15,OUT013,1452.806376
FDL12,OUT045,774.4992356
FDK46,OUT017,3468.853781
DRH49,OUT010,143.935184
FDQ57,OUT046,2160.401153
FDY59,OUT017,1288.620289
FDO09,OUT018,3461.69653
NCG30,OUT035,1768.721421
FDM09,OUT017,2538.075162
NCN17,OUT027,2328.479237
NCS42,OUT013,1241.08905
FDD02,OUT019,242.5066572
FDE34,OUT013,2639.181861
FDU38,OUT045,2657.383379
FDB33,OUT046,2251.272577
NCJ29,OUT017,1210.592271
FDZ27,OUT035,687.1625001
FDI40,OUT013,1418.997334
FDG22,OUT013,548.1090556
FDT51,OUT017,1566.095523
FDF20,OUT018,2679.095593
FDV50,OUT035,1755.416324
FDT02,OUT049,549.2511363
DRC49,OUT017,2160.401153
FDF26,OUT049,2172.260581
FDV52,OUT035,1683.774641
FDX59,OUT049,544.8636841
FDV25,OUT035,3417.643849
FDW23,OUT027,872.2448887
FDE53,OUT018,1459.216167
FDA19,OUT017,1841.011761
FDH22,OUT046,1767.070156
NCO41,OUT013,1402.436567
FDX12,OUT017,3464.325501
FDF17,OUT013,2666.724508
FDS11,OUT045,3439.829874
FDR51,OUT035,2172.260581
FDT49,OUT010,206.1200631
FDC56,OUT013,1744.589596
FDR13,OUT027,2873.751831
FDQ60,OUT035,1751.316824
FDN38,OUT049,3466.518214
NCL29,OUT013,2278.89323
FDO13,OUT027,4065.140434
FDE26,OUT018,2007.985451
FDA31,OUT010,335.5163686
FDX14,OUT035,1114.161673
FDA34,OUT045,2578.238132
FDF26,OUT013,2177.237321
FDE38,OUT045,2511.566994
DRI11,OUT046,1662.509238
FDQ60,OUT027,2900.598828
FDL21,OUT027,873.3597719
DRC12,OUT027,5138.251456
FDC47,OUT046,3462.6249
FDE57,OUT045,1908.381404
FDT14,OUT045,1744.589596
NCZ53,OUT046,2654.601247
FDE28,OUT018,3457.177591
FDR19,OUT035,2018.665925
